Sat 14/07/2001 04:00: Success (user = 7.07s system = 0.79s)
Mon 16/07/2001 04:00: Success (user = 7.20s system = 0.91s)
Tue 17/07/2001 04:00: Success (user = 7.04s system = 0.83s)
Wed 18/07/2001 04:00: Success (user = 7.72s system = 0.90s)
Thu 19/07/2001 04:00: Success (user = 7.04s system = 0.82s)
Fri 20/07/2001 04:00: Success (user = 7.23s system = 0.84s)
Sat 21/07/2001 04:00: Success (user = 7.02s system = 0.81s)
Mon 23/07/2001 04:00: Success (user = 6.96s system = 0.89s)
Tue 24/07/2001 04:00: Success (user = 7.27s system = 0.77s)
Wed 25/07/2001 04:00: Success (user = 7.17s system = 0.80s)
Thu 26/07/2001 04:00: Success (user = 7.03s system = 0.90s)
Fri 27/07/2001 04:00: Success (user = 7.16s system = 0.89s)
Sat 28/07/2001 04:00: Success (user = 7.09s system = 0.91s)
Mon 30/07/2001 04:00: Success (user = 7.15s system = 0.80s)
Tue 31/07/2001 04:00: Success (user = 7.27s system = 0.78s)
Wed 01/08/2001 04:00: Success (user = 7.12s system = 0.72s)
Thu 02/08/2001 04:00: Success (user = 7.25s system = 0.91s)
Fri 03/08/2001 04:00: Success (user = 7.42s system = 0.62s)
Wed 08/08/2001 04:00: Success (user = 7.28s system = 0.84s)
Thu 09/08/2001 04:00: Success (user = 7.09s system = 1.01s)
Fri 10/08/2001 04:00: Success (user = 7.26s system = 0.74s)
Sat 11/08/2001 04:00: Success (user = 6.16s system = 0.65s)
Tue 14/08/2001 04:00: Success (user = 6.24s system = 0.48s)
Wed 15/08/2001 04:00: Success (user = 5.36s system = 1.28s)
Thu 16/08/2001 04:00: Success (user = 6.04s system = 0.48s)
Fri 17/08/2001 04:00: Success (user = 6.06s system = 0.61s)
Sat 18/08/2001 04:00: Success (user = 4.89s system = 1.68s)
Mon 20/08/2001 04:00: Success (user = 6.02s system = 0.50s)
Tue 21/08/2001 04:00: Success (user = 5.88s system = 0.66s)
Wed 22/08/2001 04:00: Success (user = 5.91s system = 0.64s)
Thu 23/08/2001 04:00: Success (user = 6.01s system = 0.51s)
Fri 24/08/2001 04:00: Success (user = 5.91s system = 0.70s)
Sat 25/08/2001 04:00: Success (user = 6.29s system = 0.56s)
Mon 27/08/2001 04:00: Success (user = 6.00s system = 0.60s)
Tue 28/08/2001 04:00: Success (user = 6.07s system = 0.82s)
Wed 29/08/2001 04:00: Success (user = 5.98s system = 0.66s)
Thu 30/08/2001 04:00: Success (user = 6.11s system = 0.63s)
Fri 31/08/2001 04:00: Success (user = 6.32s system = 0.50s)
Sat 01/09/2001 04:00: Success (user = 6.10s system = 0.46s)
Mon 03/09/2001 04:00: Success (user = 6.05s system = 0.48s)
Tue 04/09/2001 04:00: Success (user = 5.92s system = 0.65s)
Wed 05/09/2001 04:00: Success (user = 6.11s system = 0.57s)
Thu 06/09/2001 04:00: Success (user = 5.95s system = 0.57s)
Fri 07/09/2001 04:00: Success (user = 6.10s system = 0.53s)
Sat 08/09/2001 04:00: Success (user = 6.08s system = 0.65s)
Mon 10/09/2001 04:00: Success (user = 6.06s system = 0.64s)
Tue 11/09/2001 04:00: Success (user = 6.16s system = 0.63s)
Wed 12/09/2001 04:00: Success (user = 5.70s system = 0.72s)
Thu 13/09/2001 04:00: Success (user = 5.93s system = 0.76s)
Fri 14/09/2001 04:00: Success (user = 6.35s system = 0.57s size = 636	.)
Tue 20/11/2001 04:00: Success (user = 5.84s system = 0.48s size =  298832 total)
Wed 21/11/2001 04:00: Failure
Thu 22/11/2001 04:00: Success (user = 5.43s system = 0.57s size =  295337 total)
Fri 23/11/2001 04:00: Success (user = 5.85s system = 0.48s size =  294964 total)
Sat 24/11/2001 04:00: Success (user = 5.87s system = 0.49s size =  294964 total)
Mon 26/11/2001 04:00: Success (user = 5.57s system = 0.58s size =  294964 total)
Tue 27/11/2001 04:00: Success (user = 5.66s system = 0.56s size =  294964 total)
Wed 28/11/2001 04:00: Success (user = 5.82s system = 0.58s size =  294964 total)
Thu 29/11/2001 04:00: Success (user = 5.60s system = 0.44s size =  294964 total)
Fri 30/11/2001 04:00: Success (user = 5.49s system = 0.70s size =  294964 total)
Sat 01/12/2001 04:00: Success (user = 5.72s system = 0.53s size =  294964 total)
Mon 03/12/2001 04:00: Success (user = 5.54s system = 0.55s size =  294964 total)
Tue 04/12/2001 04:00: Success (user = 5.75s system = 0.58s size =  294964 total)
Wed 05/12/2001 04:00: Success (user = 6.02s system = 0.60s size =  294964 total)
Thu 06/12/2001 04:00: Success (user = 5.67s system = 0.55s size =  294964 total)
Fri 07/12/2001 04:00: Success (user = 5.55s system = 0.49s size =  294964 total)
Sat 08/12/2001 04:00: Success (user = 5.83s system = 0.48s size =  294964 total)
Mon 10/12/2001 04:00: Success (user = 5.52s system = 0.65s size =  294964 total)
Tue 11/12/2001 04:00: Success (user = 5.55s system = 0.63s size =  294964 total)
Wed 12/12/2001 04:00: Success (user = 5.80s system = 0.49s size =  294964 total)
Fri 14/12/2001 04:00: Failure
Sat 15/12/2001 04:00: Failure
Mon 17/12/2001 04:00: Failure
Mon 17/12/2001 17:15: Success (user = 5.51s system = 0.85s size =  302038 total)
Tue 18/12/2001 04:00: Success (user = 5.51s system = 0.75s size =  302038 total)
Thu 20/12/2001 04:00: Success (user = 5.84s system = 0.61s size =  302038 total)
Fri 21/12/2001 04:00: Success (user = 5.58s system = 0.90s size =  302038 total)
Sat 22/12/2001 04:00: Success (user = 5.67s system = 0.56s size =  302038 total)
Mon 24/12/2001 04:00: Success (user = 6.09s system = 0.53s size =  302038 total)
Tue 25/12/2001 04:00: Success (user = 5.65s system = 0.68s size =  302038 total)
Wed 26/12/2001 04:00: Success (user = 5.93s system = 0.54s size =  302038 total)
Thu 27/12/2001 04:00: Success (user = 5.70s system = 0.51s size =  302038 total)
Fri 28/12/2001 04:00: Success (user = 5.79s system = 0.57s size =  302038 total)
Sat 29/12/2001 04:00: Success (user = 5.71s system = 0.62s size =  302038 total)
Mon 31/12/2001 04:00: Success (user = 5.76s system = 0.60s size =  302038 total)
Tue 01/01/2002 04:00: Success (user = 5.73s system = 0.56s size =  302038 total)
Wed 02/01/2002 04:00: Success (user = 5.92s system = 0.52s size =  302038 total)
Thu 03/01/2002 04:00: Success (user = 6.01s system = 0.42s size =  302038 total)
Fri 04/01/2002 04:00: Success (user = 5.82s system = 0.58s size =  302038 total)
Sat 05/01/2002 04:00: Success (user = 5.86s system = 0.48s size =  302038 total)
Mon 07/01/2002 04:00: Success (user = 5.77s system = 0.59s size =  302038 total)
Tue 08/01/2002 04:00: Success (user = 5.88s system = 0.47s size =  302038 total)
Wed 09/01/2002 04:00: Success (user = 5.81s system = 0.67s size =  302038 total)
Thu 10/01/2002 04:00: Success (user = 5.73s system = 0.61s size =  302038 total)
Fri 11/01/2002 04:00: Success (user = 5.87s system = 0.54s size =  302038 total)
Tue 15/01/2002 04:00: Failure
mar 15/01/2002 09:51: Success (user = 5.88s system = 0.59s size =  297409 total)
Wed 16/01/2002 04:00: Success (user = 5.86s system = 0.74s size =  297409 total)
Thu 17/01/2002 04:00: Success (user = 5.90s system = 0.56s size =  297706 total)
Fri 18/01/2002 04:00: Success (user = 5.83s system = 0.66s size =  297706 total)
Sat 19/01/2002 04:00: Success (user = 5.87s system = 0.62s size =  297706 total)
Mon 21/01/2002 04:00: Success (user = 5.96s system = 0.43s size =  297706 total)
Tue 22/01/2002 04:00: Success (user = 6.38s system = 0.59s size =  298413 total)
Wed 23/01/2002 04:00: Success (user = 6.03s system = 0.71s size =  298413 total)
Thu 24/01/2002 04:00: Success (user = 5.96s system = 0.87s size =  298413 total)
Sat 26/01/2002 04:00: Success (user = 6.10s system = 0.47s size =  298413 total)
Mon 28/01/2002 04:00: Success (user = 6.06s system = 0.59s size =  298413 total)
Tue 29/01/2002 04:00: Success (user = 5.94s system = 0.61s size =  298413 total)
Thu 31/01/2002 04:00: Success (user = 6.05s system = 0.68s size =  298413 total)
Fri 01/02/2002 04:00: Success (user = 6.02s system = 0.53s size =  295154 total)
Sat 02/02/2002 04:00: Success (user = 6.05s system = 0.57s size =  295158 total)
Mon 04/02/2002 04:00: Success (user = 6.13s system = 0.54s size =  295158 total)
Tue 05/02/2002 04:00: Success (user = 6.25s system = 0.42s size =  295158 total)
Wed 06/02/2002 04:00: Success (user = 6.12s system = 0.60s size =  295158 total)
Thu 07/02/2002 04:00: Success (user = 6.05s system = 0.64s size =  295158 total)
Fri 08/02/2002 04:00: Success (user = 6.11s system = 0.64s size =  295116 total)
Sat 09/02/2002 04:00: Success (user = 6.05s system = 0.60s size =  295116 total)
Mon 11/02/2002 04:00: Success (user = 6.02s system = 0.62s size =  295116 total)
Tue 12/02/2002 04:00: Success (user = 6.14s system = 0.60s size =  295116 total)
Wed 13/02/2002 04:00: Success (user = 6.06s system = 0.55s size =  295116 total)
Thu 14/02/2002 04:00: Success (user = 5.97s system = 0.53s size =  295116 total)
Fri 15/02/2002 04:00: Success (user = 6.32s system = 0.51s size =  295325 total)
Sat 16/02/2002 04:00: Success (user = 6.22s system = 0.60s size =  295325 total)
Mon 18/02/2002 04:00: Success (user = 6.31s system = 0.45s size =  295325 total)
Tue 19/02/2002 04:00: Success (user = 6.28s system = 0.52s size =  295325 total)
Wed 20/02/2002 04:00: Success (user = 6.39s system = 0.52s size =  295325 total)
Thu 21/02/2002 04:00: Success (user = 6.38s system = 0.59s size =  295325 total)
Fri 22/02/2002 04:00: Success (user = 6.29s system = 0.65s size =  295325 total)
Sat 23/02/2002 04:00: Success (user = 6.29s system = 0.68s size =  295325 total)
Mon 25/02/2002 04:00: Success (user = 6.16s system = 0.72s size =  295325 total)
Tue 26/02/2002 04:00: Success (user = 6.21s system = 0.65s size =  295325 total)
Wed 27/02/2002 04:00: Success (user = 6.40s system = 0.48s size =  295325 total)
Thu 28/02/2002 04:00: Success (user = 6.37s system = 0.60s size =  295325 total)
Sat 02/03/2002 04:00: Success (user = 6.31s system = 0.60s size =  295325 total)
Mon 04/03/2002 04:00: Success (user = 6.25s system = 0.60s size =  295325 total)
Tue 05/03/2002 04:00: Success (user = 6.19s system = 0.79s size =  295223 total)
Wed 06/03/2002 04:00: Success (user = 6.36s system = 0.52s size =  295197 total)
Thu 07/03/2002 04:00: Success (user = 6.24s system = 0.64s size =  295197 total)
Fri 08/03/2002 04:00: Success (user = 6.27s system = 0.66s size =  295197 total)
Sat 09/03/2002 04:00: Success (user = 6.26s system = 0.56s size =  295197 total)
Mon 11/03/2002 04:00: Success (user = 6.40s system = 0.49s size =  295197 total)
Tue 12/03/2002 04:00: Success (user = 6.28s system = 0.53s size =  295197 total)
Wed 13/03/2002 04:00: Success (user = 6.36s system = 0.64s size =  295197 total)
Thu 14/03/2002 04:00: Success (user = 6.30s system = 0.64s size =  295197 total)
Fri 15/03/2002 04:00: Success (user = 6.44s system = 0.54s size =  295197 total)
Wed 20/03/2002 04:00: Success (user = 6.32s system = 0.58s size =  295197 total)
Thu 21/03/2002 04:00: Success (user = 6.13s system = 0.86s size =  295197 total)
Fri 22/03/2002 04:00: Success (user = 6.17s system = 0.62s size =  295197 total)
Sat 23/03/2002 04:00: Success (user = 6.30s system = 0.58s size =  295197 total)
Mon 25/03/2002 04:00: Success (user = 6.49s system = 0.61s size =  295197 total)
Tue 26/03/2002 04:00: Success (user = 6.23s system = 0.64s size =  295197 total)
Thu 28/03/2002 04:00: Success (user = 6.33s system = 0.59s size =  295197 total)
Fri 29/03/2002 04:00: Success (user = 6.22s system = 0.74s size =  295197 total)
Sat 30/03/2002 04:00: Success (user = 6.42s system = 0.68s size =  295197 total)
Mon 01/04/2002 04:00: Success (user = 6.36s system = 0.66s size =  295197 total)
Tue 02/04/2002 04:00: Success (user = 6.33s system = 0.61s size =  295197 total)
Wed 03/04/2002 04:00: Success (user = 6.69s system = 0.71s size =  295197 total)
Thu 04/04/2002 04:00: Success (user = 6.62s system = 0.71s size =  295197 total)
Fri 05/04/2002 04:00: Success (user = 6.42s system = 0.56s size =  295244 total)
Sat 06/04/2002 04:00: Success (user = 6.53s system = 0.70s size =  295244 total)
Mon 08/04/2002 04:00: Success (user = 6.73s system = 1.08s size =  295244 total)
Tue 09/04/2002 04:00: Success (user = 6.55s system = 0.67s size =  295244 total)
Wed 10/04/2002 04:00: Success (user = 6.64s system = 0.60s size =  295244 total)
Thu 11/04/2002 04:00: Success (user = 6.61s system = 0.56s size =  295223 total)
Fri 12/04/2002 04:00: Success (user = 6.45s system = 0.61s size =  295223 total)
Sat 13/04/2002 04:00: Success (user = 6.56s system = 0.79s size =  295223 total)
Mon 15/04/2002 04:00: Success (user = 6.50s system = 0.49s size =  295223 total)
Tue 16/04/2002 04:00: Success (user = 6.35s system = 0.48s size =  295223 total)
Wed 17/04/2002 04:00: Success (user = 6.36s system = 0.64s size =  295223 total)
Thu 18/04/2002 04:00: Success (user = 6.31s system = 0.59s size =  295223 total)
Fri 19/04/2002 04:00: Success (user = 6.22s system = 0.75s size =  295223 total)
Sat 20/04/2002 04:00: Success (user = 6.24s system = 0.69s size =  295223 total)
Mon 22/04/2002 04:00: Success (user = 6.45s system = 0.58s size =  295223 total)
Tue 23/04/2002 04:00: Success (user = 6.21s system = 0.72s size =  295223 total)
Wed 24/04/2002 04:00: Success (user = 6.53s system = 0.67s size =  295223 total)
Thu 25/04/2002 04:00: Success (user = 6.28s system = 0.70s size =  295223 total)
Fri 26/04/2002 04:00: Success (user = 6.31s system = 0.70s size =  295223 total)
Sat 27/04/2002 04:00: Success (user = 6.40s system = 0.67s size =  295223 total)
Mon 29/04/2002 04:00: Success (user = 6.48s system = 0.74s size =  295223 total)
Tue 30/04/2002 04:00: Success (user = 6.57s system = 0.69s size =  295223 total)
Wed 01/05/2002 04:00: Success (user = 6.39s system = 0.70s size =  295223 total)
Thu 02/05/2002 04:00: Success (user = 6.44s system = 0.60s size =  295223 total)
Fri 03/05/2002 04:00: Success (user = 6.52s system = 0.72s size =  295223 total)
Sat 04/05/2002 04:00: Success (user = 6.64s system = 0.51s size =  292263 total)
Mon 06/05/2002 04:00: Success (user = 6.24s system = 0.74s size =  292263 total)
Tue 07/05/2002 04:00: Success (user = 6.38s system = 0.54s size =  292263 total)
Wed 08/05/2002 04:00: Success (user = 6.43s system = 0.57s size =  292263 total)
Thu 09/05/2002 04:00: Success (user = 6.27s system = 0.59s size =  292263 total)
Fri 10/05/2002 04:00: Success (user = 6.34s system = 0.67s size =  292263 total)
Sat 11/05/2002 04:00: Success (user = 6.45s system = 0.49s size =  292263 total)
Mon 13/05/2002 04:00: Success (user = 6.37s system = 0.59s size =  292263 total)
Tue 14/05/2002 04:00: Success (user = 6.06s system = 0.98s size =  292150 total)
Wed 15/05/2002 14:25: Success (user = 6.40s system = 0.69s size =  292150 total)
Thu 16/05/2002 04:00: Success (user = 6.49s system = 0.72s size =  292150 total)
Thu 16/05/2002 14:37: Success (user = 6.52s system = 0.71s size =  292158 total)
Fri 17/05/2002 04:00: Success (user = 6.41s system = 0.56s size =  292158 total)
Sat 18/05/2002 04:00: Success (user = 6.38s system = 0.53s size =  292158 total)
Mon 20/05/2002 04:00: Success (user = 6.31s system = 0.90s size =  292158 total)
Tue 21/05/2002 04:00: Success (user = 6.45s system = 0.75s size =  292158 total)
Wed 22/05/2002 04:00: Success (user = 6.36s system = 0.63s size =  292158 total)
Thu 23/05/2002 04:00: Success (user = 6.37s system = 0.57s size =  292158 total)
Fri 24/05/2002 04:00: Success (user = 6.44s system = 0.72s size =  292158 total)
Sat 25/05/2002 04:00: Success (user = 6.33s system = 0.64s size =  292158 total)
Mon 27/05/2002 04:00: Success (user = 6.27s system = 0.62s size =  292158 total)
Tue 28/05/2002 04:00: Success (user = 6.32s system = 0.77s size =  292158 total)
Wed 29/05/2002 04:00: Success (user = 6.26s system = 0.66s size =  292158 total)
Thu 30/05/2002 04:00: Success (user = 6.48s system = 0.47s size =  286568 total)
Fri 31/05/2002 04:00: Success (user = 6.26s system = 0.66s size =  286568 total)
Sat 01/06/2002 04:00: Success (user = 6.28s system = 0.49s size =  286568 total)
Mon 03/06/2002 04:00: Success (user = 6.62s system = 0.92s size =  286568 total)
Tue 04/06/2002 04:00: Success (user = 6.17s system = 0.79s size =  286568 total)
Wed 05/06/2002 04:00: Success (user = 6.30s system = 0.53s size =  286568 total)
Thu 06/06/2002 04:00: Success (user = 6.24s system = 0.61s size =  286568 total)
Fri 07/06/2002 04:00: Success (user = 6.33s system = 0.65s size =  286568 total)
Sat 08/06/2002 04:00: Success (user = 6.36s system = 0.55s size =  286568 total)
Mon 10/06/2002 04:00: Success (user = 6.14s system = 0.69s size =  286568 total)
Tue 11/06/2002 04:00: Success (user = 6.78s system = 0.72s size =  286568 total)
Wed 12/06/2002 04:00: Success (user = 5.95s system = 1.04s size =  286568 total)
Thu 13/06/2002 04:00: Success (user = 5.94s system = 1.00s size =  286568 total)
Fri 14/06/2002 04:00: Success (user = 6.35s system = 0.60s size =  286530 total)
Sat 15/06/2002 04:00: Success (user = 6.12s system = 0.66s size =  286530 total)
Mon 17/06/2002 04:00: Success (user = 6.32s system = 0.52s size =  286530 total)
Tue 18/06/2002 04:00: Success (user = 6.28s system = 0.65s size =  286530 total)
Wed 19/06/2002 04:00: Success (user = 6.45s system = 0.48s size =  286530 total)
Thu 20/06/2002 04:00: Success (user = 6.47s system = 1.16s size =  286530 total)
Fri 21/06/2002 04:00: Success (user = 8.64s system = 0.87s size =  295667 total)
Sat 22/06/2002 04:00: Success (user = 9.20s system = 1.17s size =  295667 total)
Mon 24/06/2002 04:00: Success (user = 8.65s system = 0.92s size =  295667 total)
Tue 25/06/2002 04:00: Success (user = 8.70s system = 0.99s size =  295667 total)
Wed 26/06/2002 04:00: Success (user = 8.81s system = 0.75s size =  295667 total)
Thu 27/06/2002 04:00: Success (user = 8.70s system = 0.88s size =  295614 total)
Fri 28/06/2002 04:00: Success (user = 8.56s system = 0.83s size =  295614 total)
Sat 29/06/2002 04:00: Success (user = 8.80s system = 0.89s size =  295614 total)
Mon 01/07/2002 04:00: Success (user = 9.00s system = 0.81s size =  295614 total)
Tue 02/07/2002 04:00: Success (user = 8.65s system = 0.78s size =  295614 total)
Wed 03/07/2002 04:00: Success (user = 8.55s system = 0.89s size =  295614 total)
Thu 04/07/2002 04:00: Success (user = 8.72s system = 0.89s size =  295614 total)
Fri 05/07/2002 04:00: Success (user = 8.99s system = 0.80s size =  295614 total)
Sat 06/07/2002 04:00: Success (user = 8.81s system = 0.79s size =  295614 total)
Mon 08/07/2002 04:00: Success (user = 8.81s system = 0.89s size =  295614 total)
Tue 09/07/2002 04:00: Success (user = 8.84s system = 0.86s size =  295614 total)
Wed 10/07/2002 04:00: Success (user = 8.08s system = 1.49s size =  295614 total)
Thu 11/07/2002 04:00: Success (user = 9.31s system = 0.97s size =  295614 total)
Fri 12/07/2002 04:00: Success (user = 8.57s system = 0.93s size =  295614 total)
Sat 13/07/2002 04:00: Success (user = 8.56s system = 0.71s size =  295614 total)
Mon 15/07/2002 04:00: Success (user = 8.70s system = 0.81s size =  295614 total)
Tue 16/07/2002 04:00: Success (user = 8.73s system = 1.06s size =  295614 total)
Wed 17/07/2002 04:00: Success (user = 8.62s system = 1.25s size =  295614 total)
Thu 18/07/2002 04:00: Success (user = 8.63s system = 0.95s size =  295614 total)
Fri 19/07/2002 04:00: Success (user = 7.99s system = 1.66s size =  295614 total)
Sat 20/07/2002 04:00: Success (user = 9.46s system = 1.50s size =  295614 total)
Mon 22/07/2002 04:00: Success (user = 9.06s system = 0.92s size =  295614 total)
Tue 23/07/2002 04:00: Success (user = 8.99s system = 0.83s size =  295614 total)
Wed 24/07/2002 04:00: Success (user = 8.62s system = 0.95s size =  295614 total)
Thu 25/07/2002 04:00: Success (user = 8.55s system = 0.96s size =  295614 total)
Fri 26/07/2002 04:00: Success (user = 8.49s system = 0.96s size =  295614 total)
Sat 27/07/2002 04:00: Success (user = 9.35s system = 1.30s size =  295614 total)
